user_id,total_spent,items_count,recommend_total,percent_recommend
fuckmittromney,9.99,3,0.0,0.0
fuckmlyneidw,14.99,23,0.0,0.0
fuckoffandstopsharingmyprofile,1131.35,115,5.0,4.35
fuckofplease,2112.12,216,2.0,0.93
fuckthefrench,1151.18,116,1.0,0.86
fuckyoualnahyan,1340.16,113,1.0,0.88
fucwit,14.99,9,0.0,0.0
fudgecakes01,373.74,60,0.0,0.0
fudgewaffles,255.79999999999998,28,1.0,3.57
fuer_dre,500.71,52,0.0,0.0
fui312,379.75,52,5.0,9.62
fuji34755,2453.4,194,0.0,0.0
fukdahpolice,14.99,6,0.0,0.0
fukdat,490.74,39,1.0,2.56
fukhole,683.49,76,1.0,1.32
fukitol,0.0,1,0.0,0.0
fukkyeamuddafukka,485.72999999999996,46,0.0,0.0
fukoffkuntlel,459.69,61,0.0,0.0
fukum008,312.85,49,3.0,6.12
fulldroid,579.39,54,2.0,3.7
fullswag0to100realquick,314.85,24,0.0,0.0
fullysick101,529.72,48,0.0,0.0
fullysik75,65.95,16,1.0,6.25
fulv,62.95,9,0.0,0.0
fumingorilla7,9.99,7,0.0,0.0
fummywumkins,3963.85,381,2.0,0.52
funclebadtouch,4538.86,364,0.0,0.0
fung_bb,139.9,16,2.0,12.5
funkie8,118.89,32,2.0,6.25
funky4tacos,1110.22,802,4.0,0.5
funkymeme,1562.32,156,4.0,2.56
funkyotc,3858.97,324,7.0,2.16
funkysandwich,5053.65,361,0.0,0.0
funkyseefunkydo,473.65999999999997,46,4.0,8.7
funnerz,266.85,24,0.0,0.0
funnychat1,0.0,1,0.0,0.0
funnyeevee,138.92,22,0.0,0.0
funnyfantom,398.66,83,1.0,1.2
funnysuntadm,1009.14,115,7.0,6.09
funplaysgames,1950.7,147,0.0,0.0
funzo,2120.2799999999997,213,0.0,0.0
furianshi,420.64,44,0.0,0.0
furryfoxes,2771.82,242,2.0,0.83
furtado1,432.71,52,0.0,0.0
furtsan,219.79,50,2.0,4.0
furyischubby,1077.46,107,0.0,0.0
fusefinal,831.39,81,1.0,1.23
fusion12,2396.31,185,4.0,2.16
fusionatic1,717.56,60,0.0,0.0
fussyfusfis,220.79,45,2.0,4.44
futhorc,1243.34,86,0.0,0.0
fuwakana,176.89000000000001,45,0.0,0.0
fuzguts,1034.38,84,3.0,3.57
fuzzi99,4136.87,397,4.0,1.01
fuzznut13,880.74,122,0.0,0.0
fuzznuzzed,217.82999999999998,24,1.0,4.17
fuzzybunny6800,0.0,1,0.0,0.0
fvoidz,120.87,20,0.0,0.0
fwal,694.66,54,2.0,3.7
fyredefyre,712.59,55,3.0,5.45
fyrerez,1145.14,112,1.0,0.89
fzchet,1773.57,166,0.0,0.0
g-corbz,400.73,35,0.0,0.0
g00c0m0l0,64.96,8,0.0,0.0
g0atfysh,1661.0,133,0.0,0.0
g0d1325,319.83,23,0.0,0.0
g0dkiller,586.04,63,3.0,4.76
g0dpanther,2098.63,182,2.0,1.1
gRimski,3191.91,238,2.0,0.84
gaaaaaayyyy,421.69,81,3.0,3.7
gaahleandro,139.93,32,0.0,0.0
gaaraa,6432.75,807,0.0,0.0
gab0o0,487.68,56,0.0,0.0
gabbella,867.29,102,0.0,0.0
gabbler123,603.26,137,8.0,5.84
gabe9428,1810.9099999999999,138,0.0,0.0
gabefoley,100.91,14,0.0,0.0
gabennnnnnnnnn,636.59,77,2.0,2.6
gabethedoggod,323.77,43,6.0,13.95
gabflo,837.59,56,1.0,1.79
gaboqse,1091.31,113,1.0,0.88
gabowockeez,315.73,75,4.0,5.33
gabriel12br,365.74,46,1.0,2.17
gabrielhilel,149.93,20,0.0,0.0
gabrielkons,127.89999999999999,12,0.0,0.0
gabriellf96,178.9,39,0.0,0.0
gabrielpadovani11,2510.79,378,6.0,1.59
gabrielschmid,119.92,24,2.0,8.33
gabrielspency,125.92,14,0.0,0.0
gabryus,2233.97,317,1.0,0.32
gaelet,3984.41,309,0.0,0.0
gaffzee,1387.26,92,0.0,0.0
gaiyamato,1936.82,143,5.0,3.5
gakonami-uram,1556.84,148,0.0,0.0
gaks2001,1076.32,92,0.0,0.0
galahz,652.73,53,1.0,1.89
galasal,2695.42,185,0.0,0.0
galaxyidoltetora,1119.32,105,2.0,1.9
galaxymaster1,516.74,41,2.0,4.88
galaxyrs,269.81,49,0.0,0.0
galbit,492.7,86,1.0,1.16
gallonofalan,696.39,58,0.0,0.0
galoot,3477.86,275,2.0,0.73
gamanishere1,109.94,14,0.0,0.0
gamanoel,1075.76,144,1.0,0.69
gamberrah,415.71,77,0.0,0.0
game_ninja3,210.81,27,0.0,0.0
gamedude,0.0,1,0.0,0.0
gamegame0207,229.85999999999999,21,0.0,0.0
gamegeek10,868.59,94,0.0,0.0
gamekidauz,1467.83,114,0.0,0.0
gameoversteam,2154.77,167,0.0,0.0
gamer2846,182.89,15,0.0,0.0
gamerbegamin,816.53,76,1.0,1.32
gamerbro222,38.95,15,3.0,20.0
gamerdude7892,532.62,72,1.0,1.39
gamerexq,6353.88,470,7.0,1.49
gamerguy42,2272.5099999999998,178,0.0,0.0
gamerguy5,419.8,81,0.0,0.0
gamerjay1234,4268.94,300,1.0,0.33
gamerjay7,2329.56,193,0.0,0.0
gamerkung1,684.89,104,3.0,2.88
gamername13,459.77,97,2.0,2.06
gamerscoutnet,14.99,1,0.0,0.0
gamersnz404,656.4399999999999,91,1.0,1.1
gamerxxx21,1357.19,143,3.0,2.1
gamerz_united,3934.04,355,0.0,0.0
gamesdead,144.91,14,1.0,7.14
gamesgamer,396.73,40,1.0,2.5
gamesownedbyme,1348.2,132,3.0,2.27
gamestdai,739.5799999999999,57,0.0,0.0
gametsf,1081.23,99,4.0,4.04
gamewalkerz,1063.25,119,0.0,0.0
gaminat1,289.85,46,0.0,0.0
gamingeek,408.71999999999997,44,0.0,0.0
gamingftw123,1946.62,178,3.0,1.69
gamingintothefuture,616.44,72,2.0,2.78
gamingislife,475.71999999999997,75,4.0,5.33
gamingninjer,1118.45,146,1.0,0.68
gamingtonemsi,80.94,18,3.0,16.67
gamingwiththepros12,14.99,4,0.0,0.0
gangGGR,233.82999999999998,67,1.0,1.49
gangaji,77.93,32,0.0,0.0
gangaslaya4dayz,256.84,34,1.0,2.94
gangdafloor,1886.5,197,0.0,0.0
gangnamgoat,417.73,36,0.0,0.0
gangstacool,350.81,40,1.0,2.5
gangstapimpplaya,10004.67,1361,3.0,0.22
ganndor,2869.38,213,0.0,0.0
gantaknows,3622.96,310,1.0,0.32
ganzeiss,79.94,27,0.0,0.0
gar3th,2525.37,231,0.0,0.0
gards0052,486.57,81,0.0,0.0
garik321,73.94,86,1.0,1.16
garlgay,506.61,40,0.0,0.0
garuda_i,550.7,39,0.0,0.0
gary1q2,1227.0,117,5.0,4.27
garyoak98,59.96,4,0.0,0.0
garyyy__,319.83,27,1.0,3.7
gaskikes,708.5,69,0.0,0.0
gato15,976.28,92,1.0,1.09
gatorgolfing,1954.84,164,9.0,5.49
gauz486,925.86,93,0.0,0.0
gavinchee,690.53,58,0.0,0.0
gavvv,539.77,30,1.0,3.33
gay-in-position,0.0,4,0.0,0.0
gay_llama,219.82999999999998,29,3.0,10.34
gayanimeguy,2027.1599999999999,188,6.0,3.19
gaydadsagainstanime,143.88,18,0.0,0.0
gaymere,1162.25,89,0.0,0.0
gaynurds,1201.31,144,1.0,0.69
gazbby,1297.26,195,0.0,0.0
gazza1123,89.97,5,0.0,0.0
gbagnall,2699.13,210,0.0,0.0
gbl_scarface,6905.38,661,3.0,0.45
gboxmedia,3125.55,204,1.0,0.49
gbusjesus,1593.1399999999999,151,4.0,2.65
gcmarloko,73.93,29,0.0,0.0
gdhadfh,2561.61,209,0.0,0.0
gdxsd,464.68,79,0.0,0.0
gdy3120,527.71,46,1.0,2.17
geanjr,117.92999999999999,9,0.0,0.0
gearlan,2945.36,170,2.0,1.18
gearskutlu,783.31,58,1.0,1.72
geassguy,1099.44,78,1.0,1.28
gedehamsen08,207.87,43,2.0,4.65
geeegeeee,525.66,61,0.0,0.0
geeemu,773.49,86,1.0,1.16
geefive,107.92,9,0.0,0.0
geekmannerd,14716.81,1173,4.0,0.34
gefiltefishegg,217.85,57,2.0,3.51
gege4496,1503.01,125,0.0,0.0
gehennaa,1289.12,114,0.0,0.0
gemaman2,2301.47,185,0.0,0.0
gempal,3081.73,410,2.0,0.49
general_faust,3916.61,341,0.0,0.0
general_hook,189.88,27,2.0,7.41
generalale,490.69,59,3.0,5.08
generalbutface,124.92,16,1.0,6.25
generalstubbs,249.82999999999998,21,2.0,9.52
generationofgames,24.98,6,0.0,0.0
genextidal,4466.12,325,1.0,0.31
gennaro3115,845.49,89,1.0,1.12
genocidal_hobo,1103.33,105,0.0,0.0
genralzod,263.84,19,0.0,0.0
gentlegirl,0.0,2,0.0,0.0
gentleman55615179,513.74,32,0.0,0.0
genzzii,1083.92,290,3.0,1.03
geochime77,1005.51,72,0.0,0.0
geodoomcraft,928.39,95,1.0,1.05
georgebrah,347.75,37,1.0,2.7
georgemar323,1232.1299999999999,117,0.0,0.0
georgetaher,1369.16,112,0.0,0.0
georgieq,179.89,16,0.0,0.0
georgiequentin,96.92,11,0.0,0.0
geoskio,296.69,56,2.0,3.57
gepaoisanaimbot,1647.1299999999999,102,2.0,1.96
geraldrox,125.89,18,0.0,0.0
geraldtan35,389.69,67,7.0,10.45
geroucien,305.78,30,8.0,26.67
get---rekt---m8,169.91,15,0.0,0.0
getMemMeED,233.87,33,3.0,9.09
getYOUiWILL,3516.87,288,0.0,0.0
get_rekt_in_the_bum,154.89,50,2.0,4.0
get_wr3cked,279.9,29,0.0,0.0
getamagoz,1317.8799999999999,178,2.0,1.12
getdowngetupagain,521.57,67,0.0,0.0
getf0kinn0sc0pedm9,437.68,78,1.0,1.28
getgudlol,933.4399999999999,85,0.0,0.0
getonmylevelfgt,477.7,37,0.0,0.0
getrektscrubuwotm8,859.5799999999999,67,7.0,10.45
getsum88,1197.25,96,0.0,0.0
getthepoint,360.74,44,2.0,4.55
getyourmarsbar,2985.99,257,0.0,0.0
getzuesed,678.52,57,0.0,0.0
gevuldiot,2631.42,195,0.0,0.0
gfrwesaude,263.3,40,0.0,0.0
gfs-jake,1596.65,159,0.0,0.0
gftdfc,1518.12,132,5.0,3.79
gfylost,109.88,12,0.0,0.0
ggExecute,809.5899999999999,89,1.0,1.12
ggaviation,424.75,38,2.0,5.26
ggbie,82.94,9,0.0,0.0
ggdhsr,69.97,19,0.0,0.0
ggfdhd,109.96000000000001,35,0.0,0.0
ggiceteafatninja,104.91,24,0.0,0.0
ggizilixosnubs,518.67,49,0.0,0.0
ggmud,3236.56,273,1.0,0.37
ggnjjgbmnmnmbvbm,49.96,7,0.0,0.0
ggod14,415.66999999999996,65,0.0,0.0
ggoldy,136.89,51,0.0,0.0
ghchycfgftyghj,29.97,4,0.0,0.0
ghghghghj,266.69,36,0.0,0.0
ghillieboy,741.4,94,5.0,5.32
ghirq,600.73,92,2.0,2.17
ghiyu,0.0,1,0.0,0.0
ghjghjhjvbjhj,255.76,27,0.0,0.0
ghmheld,99.91999999999999,23,0.0,0.0
ghosan,241.89,27,0.0,0.0
ghost-loli,626.4499999999999,75,6.0,8.0
ghost-spider2,33.95,35,1.0,2.86
ghostccamm,647.63,51,1.0,1.96
ghostday,3911.2599999999998,340,2.0,0.59
ghostexdelta6,698.46,73,2.0,2.74
ghostfps98,1828.56,190,2.0,1.05
ghosthackz,1987.62,147,2.0,1.36
ghostlybug22,874.1899999999999,95,7.0,7.37
ghostlynature,179.89000000000001,20,0.0,0.0
ghostmut,1154.94,127,0.0,0.0
ghostninj7a,199.85,27,3.0,11.11
ghosts1,264.82,31,0.0,0.0
ghostshade35,1683.05,125,0.0,0.0
ghostylad,736.53,101,1.0,0.99
ghoules,1280.81,168,6.0,3.57
ghoulneox,4626.7,483,1.0,0.21
giandeath,533.58,97,2.0,2.06
gianfrancolalala,19.99,3,0.0,0.0
gianlink,160.91,6,0.0,0.0
giant-squid,1322.08,113,0.0,0.0
giantclitoris,748.39,72,0.0,0.0
giantflyingoctopi,621.65,41,1.0,2.44
gibbssi,1470.0,154,0.0,0.0
gidgetx,412.78999999999996,34,0.0,0.0
gigantowang,2705.28,186,3.0,1.61
gigeadaniel,326.77,72,1.0,1.39
giggtygoo,189.89999999999998,20,0.0,0.0
gigi_buffon,5098.13,564,0.0,0.0
gigipig,1031.37,116,5.0,4.31
gilamastra,165.89,63,0.0,0.0
gillalistair,0.0,1,0.0,0.0
gillaz,307.82,31,1.0,3.23
gillinator,1121.78,212,1.0,0.47
gilliu00_,165.87,15,0.0,0.0
gilly11,735.53,60,0.0,0.0
gilly143,54.96,14,0.0,0.0
gilly747,810.53,69,0.0,0.0
gilps,19.98,3,0.0,0.0
gimmebackmawifescardigan,119.92,13,0.0,0.0
gimmedepussyplsboss,64.94,16,2.0,12.5
ginger_ginger,2318.66,208,2.0,0.96
gingerninger,2311.0,281,2.0,0.71
gingerninjaV2,305.75,49,0.0,0.0
ginnygan,2445.16,251,0.0,0.0
ginomeee,9.99,5,0.0,0.0
giogaming,49.96,10,1.0,10.0
gionmaru,787.62,49,0.0,0.0
giovani19991,19.99,6,0.0,0.0
giraton,1973.8,161,2.0,1.24
girebra,1130.24,88,0.0,0.0
girintina,261.86,33,0.0,0.0
girodata,3217.24,189,0.0,0.0
girt,69.94,8,0.0,0.0
girvo,561.62,44,0.0,0.0
git-gud,6827.78,577,0.0,0.0
givemeabong,1283.1299999999999,121,0.0,0.0
givemesomeheadgivemesomehead,1104.43,70,1.0,1.43
givemetheaids,255.76,27,0.0,0.0
giveusadingbruv,1802.4099999999999,134,0.0,0.0
giveyouagoodlink,1796.51,196,1.0,0.51
gizmonso,664.63,64,0.0,0.0
gizzy124,33.97,6,1.0,16.67
gjcklister,1467.29,104,0.0,0.0
gjdghdfighfghdfgh,0.0,8,0.0,0.0
gje957,131.89,17,0.0,0.0
gjgfuj,3259.7799999999997,306,2.0,0.65
gjttaguyrare,879.43,91,0.0,0.0
gkcap,194.85,16,0.0,0.0
gkk,531.67,48,0.0,0.0
gladospony,1427.01,107,1.0,0.93
gladstoned,389.74,34,0.0,0.0
gladwall,842.01,72,1.0,1.39
gland78,255.76,27,0.0,0.0
glapukarp,24.98,12,0.0,0.0
glaze_evas,186.82,53,6.0,11.32
glensarge,1176.09,111,0.0,0.0
glentot,380.76,47,1.0,2.13
gligor,724.62,56,0.0,0.0
glitchsteal,1002.29,103,3.0,2.91
glksdlkfj9w0eqsda,38.96,15,0.0,0.0
gloomyb36,177.89,17,0.0,0.0
gloomzy,764.4399999999999,47,0.0,0.0
glorytothedprk,3380.71,294,1.0,0.34
glovebox77,656.51,83,0.0,0.0
glub927,1549.99,123,0.0,0.0
glye66,54.959999999999994,6,0.0,0.0
glynd,2627.13,207,0.0,0.0
glytche,123.9,13,0.0,0.0
gnomesaying,1246.67,96,0.0,0.0
go-sticky-fingers,817.47,73,0.0,0.0
goatmehmeh,1074.4199999999998,82,2.0,2.44
goatpotato,149.95,18,0.0,0.0
goatt4life,1777.81,170,4.0,2.35
gobblerm8,1215.1,85,1.0,1.18
gobbys,129.93,13,0.0,0.0
goblinop,1268.26,108,0.0,0.0
goblinsarereal,0.0,1,0.0,0.0
goboy3133,2018.6399999999999,207,5.0,2.42
gocie,1951.57,155,4.0,2.58
god-damn,759.51,71,1.0,1.41
goddamnparticle,1649.1399999999999,107,3.0,2.8
goddeitysaviour,654.6,60,2.0,3.33
godfreyy,3031.24,188,0.0,0.0
godisblessingme,143.89,72,2.0,2.78
godjc,157.9,18,0.0,0.0
godlike_bot,449.81,33,0.0,0.0
godofburrito,314.8,30,0.0,0.0
godofredozica,179.82,24,0.0,0.0
godofsushi,59.95,22,0.0,0.0
godoyss,447.71,52,0.0,0.0
godpostal,943.35,120,4.0,3.33
godzillam9,1299.21,111,0.0,0.0
gofilhao,29.98,13,0.0,0.0
goforpies,79.97,9,0.0,0.0
gofuckyourself10,84.92,27,0.0,0.0
gogi7,6144.46,496,2.0,0.4
gogo13711,1455.0,120,1.0,0.83
gohangasalami_imalasagnahog,3545.19,301,3.0,1.0
gohardinthebrown,805.61,66,0.0,0.0
goi17,2173.56,236,5.0,2.12
going_rover,916.51,69,0.0,0.0
gojeda,2257.54,179,0.0,0.0
gojirasan,1651.76,125,1.0,0.8
gold5962,170.92,14,0.0,0.0
goldderpnerd,1221.19,132,1.0,0.76
golddragon888,1130.23,107,3.0,2.8
golden4tw,1503.03,161,0.0,0.0
goldenaskal,0.0,4,0.0,0.0
goldenduckies,104.96000000000001,15,2.0,13.33
goldenglowgaming,496.71999999999997,56,0.0,0.0
goldenkoi,79.95,12,1.0,8.33
goldenwarrior,816.53,63,0.0,0.0
goldenweaponguyz,94.92,19,1.0,5.26
goldghost,19808.7,2332,0.0,0.0
goldjackel,1017.36,103,0.0,0.0
goldmuddy123,302.84,37,0.0,0.0
goldnugget666,2275.45,229,6.0,2.62
golffwangg,314.81,82,2.0,2.44
golfitsme,603.4399999999999,56,0.0,0.0
golfworapong,997.09,89,1.0,1.12
golin45,280.69,77,3.0,3.9
gominhagomes,2181.56,209,1.0,0.48
gommbamario,627.44,162,3.0,1.85
gon76816,20.979999999999997,5,0.0,0.0
goneckurself,34.97,14,1.0,7.14
gonesexuual,185.85999999999999,29,0.0,0.0
gongpha,3.99,7,4.0,57.14
gongza8888,1964.8899999999999,164,1.0,0.61
gonnanekmyselph,469.7,78,0.0,0.0
gonzobear,2277.58,148,1.0,0.68
gonzomeister,5300.6,383,7.0,1.83
goobseige,8053.86,769,0.0,0.0
goobsplsrespond,219.88,23,0.0,0.0
goodbuscus,321.77,66,1.0,1.52
goodladftw,89.92,26,1.0,3.85
goodlolka,574.56,59,1.0,1.69
goodround,1309.1499999999999,91,1.0,1.1
goody658,379.83,24,0.0,0.0
goofytim,617.63,58,0.0,0.0
goonbagger,347.71000000000004,30,0.0,0.0
goonlad,2219.11,156,0.0,0.0
goonmurry,396.65999999999997,72,2.0,2.78
goose-me,1170.26,110,0.0,0.0
goose01,722.55,83,1.0,1.2
gooseisthegreatest,6259.91,450,5.0,1.11
gooshay,165.85,19,0.0,0.0
goosmurf,2485.91,229,3.0,1.31
gooz3,2966.33,215,0.0,0.0
gopata95,0.0,5,0.0,0.0
gopher88,1649.9099999999999,147,0.0,0.0
gorantse,69.97,5,0.0,0.0
gordan_freeman,2120.8,171,5.0,2.92
gordon_timman,1289.29,89,0.0,0.0
goryshark,854.5,140,6.0,4.29
gosmomosto,35.97,5,0.0,0.0
gossuper,518.67,71,1.0,1.41
gost555,134.9,22,0.0,0.0
gotchronic,619.51,55,0.0,0.0
gothamsavior24,2239.69,149,2.0,1.34
gottabesaints,3027.27,211,2.0,0.95
gottahavememyboatsandhoes,577.62,60,0.0,0.0
gourmetdeadthings,432.64,118,6.0,5.08
governadorrr,44.97,12,0.0,0.0
gowuigilol1,301.83,29,1.0,3.45
gracehill,996.38,78,0.0,0.0
graddymort,656.38,86,0.0,0.0
graeh,945.38,82,0.0,0.0
graffikmonkey,755.65,88,0.0,0.0
gramedota,94.94,20,1.0,5.0
gramps10289098,82.94,17,1.0,5.88
grandenium,0.0,8,0.0,0.0
grandifloru,1312.8899999999999,132,0.0,0.0
grant186,539.78,66,0.0,0.0
grantfox02,707.5,82,0.0,0.0
grantoz,3425.5,265,0.0,0.0
grantschulz,756.51,59,1.0,1.69
graphicoverlord,2800.08,199,0.0,0.0
grasp544,1333.2,115,5.0,4.35
grass-little,149.93,9,0.0,0.0
gravalteration,502.75,47,1.0,2.13
greassyy,410.72,37,0.0,0.0
great_partisan,1163.14,94,0.0,0.0
greatmexican,1344.1499999999999,114,0.0,0.0
greatseverity,115.9,16,0.0,0.0
greedking,154.95,12,0.0,0.0
greedylilshit,1026.96,141,1.0,0.71
greedysin,320.86,45,0.0,0.0
greeeen,1358.22,117,0.0,0.0
greekstallion,2219.48,169,0.0,0.0
green28,202.85,27,0.0,0.0
green290,230.81,36,4.0,11.11
green_crayonz,372.7,36,1.0,2.78
green_fox12,796.53,77,1.0,1.3
greenclaweddragon,554.78,29,5.0,17.24
greencolorbombs,92.95,33,0.0,0.0
greenday990310,562.7,117,1.0,0.85
greendieno,114.94,11,0.0,0.0
greenfern,330.55,29,0.0,0.0
greenfrostwire,489.73,46,0.0,0.0
greenfuzzie23,268.81,32,1.0,3.12
greenhulkguy,643.5699999999999,84,0.0,0.0
greenie1995,407.64,67,2.0,2.99
greenie_07,104.94,8,0.0,0.0
greenienoav,749.4399999999999,78,3.0,3.85
greenishh,189.92,15,0.0,0.0
greenislove,913.42,105,1.0,0.95
greenkoala,153.9,29,1.0,3.45
greenocean,0.0,2,0.0,0.0
greenthunderr,127.91,18,0.0,0.0
greentricky,325.68,56,0.0,0.0
greetdoufly,0.0,4,0.0,0.0
greggreggreg,454.76,34,0.0,0.0
greggymushmush,3038.47,258,0.0,0.0
gregith,4872.09,391,0.0,0.0
gregorypap,1480.26,102,0.0,0.0
gregtomnoonan,76.96,7,0.0,0.0
grentiie20,289.75,30,0.0,0.0
grexx69,194.85999999999999,18,0.0,0.0
greyson_4450,526.6,62,5.0,8.06
grge_alvrz,19.98,5,0.0,0.0
gridalpine,181.88,18,2.0,11.11
grillsrkawaii,274.82,32,0.0,0.0
grim1928,574.55,79,2.0,2.53
grimlen,803.47,94,0.0,0.0
grimmjowwjj,1209.25,109,0.0,0.0
grimnixilis,4732.73,359,4.0,1.11
grimnoddy,1449.26,129,1.0,0.78
grimroaeos,3408.34,301,5.0,1.66
grimztofu,709.6,99,0.0,0.0
gristy,2892.71,273,0.0,0.0
grizzwold,314.82,45,0.0,0.0
groggubus,6044.96,524,1.0,0.19
grommet,479.73,56,1.0,1.79
groobqtpie,809.96,76,0.0,0.0
groovejunkie,875.4699999999999,75,0.0,0.0
groovelpunk,5612.53,524,0.0,0.0
gru69,410.73999999999995,26,1.0,3.85
gruffmuffin,54.96,9,0.0,0.0
grugster1,137.9,12,0.0,0.0
grujev,384.81,27,0.0,0.0
grumpher,1924.72,165,0.0,0.0
grumpywalrus,403.73,58,1.0,1.72
grunnano1,523.67,58,0.0,0.0
grutten,1733.74,134,4.0,2.99
gryffen9,1635.8799999999999,137,0.0,0.0
gryphon556,1070.05,90,2.0,2.22
gsgamingbr,1291.56,178,5.0,2.81
gsgg,797.39,104,0.0,0.0
gsnake09,985.19,109,0.0,0.0
gsteambath,140.92,14,0.0,0.0
gswlsm,0.0,4,0.0,0.0
gtfomylife,5425.89,482,0.0,0.0
gthop3,13156.71,1531,0.0,0.0
gtmiyagawa,1019.86,104,0.0,0.0
gtr33m,1591.94,136,0.0,0.0
guadsn,525.65,44,0.0,0.0
guatemalaaa,2279.22,173,2.0,1.16
gubigubbins,782.56,71,0.0,0.0
gudes_echo,104.92999999999999,13,0.0,0.0
guess-ill-see-you-in-hell,317.81,22,1.0,4.55
gugolfza556,2838.42,279,2.0,0.72
guguka,228.82999999999998,23,0.0,0.0
guhou,2221.5899999999997,170,1.0,0.59
gui_takashi,288.76,52,1.0,1.92
guidabp,74.89999999999999,25,0.0,0.0
guidetti1,176.89,34,1.0,2.94
guido_au,14.99,22,0.0,0.0
guieu,24.98,12,0.0,0.0
guigotpsp,120.87,18,0.0,0.0
guiitalolima,1551.75,164,0.0,0.0
guikirby,175.87,32,0.0,0.0
guilhermebr240,79.94999999999999,15,0.0,0.0
guiote_Br,752.58,87,1.0,1.15
guitarmageddon,962.47,67,1.0,1.49
guiuu,193.88,34,0.0,0.0
guixgames,29.98,10,1.0,10.0
gumball911,224.88,16,0.0,0.0
gumblore,1785.82,154,0.0,0.0
gummiie,985.2,84,1.0,1.19
gummyfrog,573.5,48,1.0,2.08
gun2days,70.93,13,0.0,0.0
gunddi,504.75,44,0.0,0.0
gundijr,0.0,5,0.0,0.0
gunfightgamer,1348.95,166,3.0,1.81
gunman0007,379.76,29,3.0,10.34
gunnerjiale,39.97,42,1.0,2.38
gunners0305,1805.1,125,0.0,0.0
gunners655,179.89999999999998,25,0.0,0.0
guns4pies,1076.36,90,0.0,0.0
gunzheq,1448.04,122,0.0,0.0
guppytko,561.6,60,0.0,0.0
guromano,69.95,7,0.0,0.0
gusman3505,59.95,13,1.0,7.69
gusso10_,2777.2799999999997,219,1.0,0.46
gustavogamesBR,1060.4,85,1.0,1.18
gustavoperret,180.9,7,0.0,0.0
gustavosenteno,0.0,2,0.0,0.0
gustavosl,335.84000000000003,23,0.0,0.0
gusvu,2929.2799999999997,191,2.0,1.05
guthix202,740.51,89,6.0,6.74
gutoloureiro,0.0,4,0.0,0.0
gutsifier,1179.2,148,2.0,1.35
gutty0,1545.1299999999999,177,0.0,0.0
guvbullant,0.0,4,0.0,0.0
guvnanixon,2574.07,245,2.0,0.82
guwopguccimane,1838.83,236,7.0,2.97
guy25451,470.43,52,1.0,1.92
guy47b,796.49,96,1.0,1.04
guygu6,2086.9,169,5.0,2.96
guykekbastian,54.96,8,0.0,0.0
guysthethermaldrillgetit,519.58,72,2.0,2.78
gvgcbfg,19.99,33,0.0,0.0
gvqwdhh2,64.95,21,0.0,0.0
gw4545,99.94,27,1.0,3.7
gwayne,2769.35,217,4.0,1.84
gwenhyvar,184.92,17,0.0,0.0
gxsm,2823.0,281,6.0,2.14
gye_aku,0.0,16,0.0,0.0
gypman,1624.1,115,0.0,0.0
gypseytails,1403.28,118,0.0,0.0
h00py,160.82999999999998,25,1.0,4.0
h0id,628.62,59,0.0,0.0
h3ll_bunny,44.99,1,0.0,0.0
h3ll_fire_2223,649.65,48,0.0,0.0
h4rd_Sn0op,0.0,1,0.0,0.0
h4rdySn0op,0.0,1,0.0,0.0
h4x0r_saachi,1108.43,67,0.0,0.0
h8trsRb8trs,415.73,39,3.0,7.69
hART5,0.0,1,0.0,0.0
haaaagaaaay,509.8,50,0.0,0.0
haato,1761.8799999999999,154,3.0,1.95
haballman,205.85999999999999,38,1.0,2.63
habbiez,256.84,54,0.0,0.0
habbokid22,604.63,46,1.0,2.17
hacker3455,184.85999999999999,40,0.0,0.0
hacksz1,1294.31,80,0.0,0.0
hackymidget,1764.59,198,0.0,0.0
hadougun,14060.539999999999,1346,0.0,0.0
hadronerules,958.34,77,0.0,0.0
haehuehue,194.89000000000001,20,0.0,0.0
hahayoung,79.96,8,1.0,12.5
hahgottem,0.0,5,0.0,0.0
haiimcrumb,727.61,52,0.0,0.0
haikiah,9916.7,828,0.0,0.0
hailhitler999,1514.43,133,0.0,0.0
hailstorm69,19.99,4,0.0,0.0
haimundo,285.84,37,1.0,2.7
hakimaro,353.84000000000003,27,1.0,3.7
hakimijabba,19.99,13,1.0,7.69
hakjosh,294.78999999999996,45,0.0,0.0
haklin,388.66999999999996,36,0.0,0.0
hakura531,3235.25,204,0.0,0.0
halcyondreams,1040.12,116,0.0,0.0
halfaxa,0.0,6,0.0,0.0
halfroastedunircornmeat,493.7,78,1.0,1.28
hallux,320.75,34,2.0,5.88
hallyy123,3248.23,210,1.0,0.48
halo12,0.0,6,0.0,0.0
haloelite82,359.81,64,1.0,1.56
halofan360,4589.15,402,6.0,1.49
halofreak61,665.52,75,4.0,5.33
halosfury,1484.9299999999998,131,0.0,0.0
haloslayer1,1167.43,104,2.0,1.92
hamdimuzaffar,134.91,28,0.0,0.0
hamerjackson,431.64,53,1.0,1.89
hamfritta,1931.55,168,0.0,0.0
hamish89,4901.71,417,1.0,0.24
hammadamanna,0.0,1,0.0,0.0
hammangad,224.84,38,1.0,2.63
hammerheadieaglethrust,916.4399999999999,80,0.0,0.0
hammybabes,529.62,45,0.0,0.0
hammyhamm,1890.8799999999999,135,8.0,5.93
hampkade,598.6800000000001,66,0.0,0.0
